transaction_id,account_id,transaction_amount,transaction_frequency,merchant_category,location,time_pattern,is_night_transaction,is_weekend,account_age_days,avg_monthly_income,debt_to_income,interest_rate,credit_utilization,failed_login_attempts,device_risk_score,is_risk
TXN_12008,ACC_143,2761.2,14,Gambling,International_HighRisk,1,1,0,1629,10162.35,0.78,9.64,0.78,3,0.78,1
TXN_12009,ACC_507,3739.05,29,Wire_Transfer,Domestic,0,1,0,327,4720.31,0.81,15.37,0.94,4,0.95,1
TXN_12010,ACC_428,4166.81,16,Gambling,Domestic,5,1,0,1487,4578.44,0.51,11.88,0.69,3,0.63,1
TXN_12011,ACC_153,5153.56,11,Crypto_Exchange,Domestic,5,1,0,2595,4358.67,0.53,8.48,0.96,4,0.94,1
TXN_12012,ACC_967,310.34,4,Utilities,International_LowRisk,20,0,0,3435,4931.36,0.32,4.36,0.47,2,0.23,0
TXN_12013,ACC_867,22.96,1,Travel,Domestic,9,0,0,1862,8190.55,0.23,9.15,0.46,0,0.22,0
TXN_12014,ACC_450,179.65,3,Grocery,Domestic,21,0,0,898,7707.56,0.42,16.4,0.44,0,0.17,0
TXN_12015,ACC_483,65.85,8,Electronics,Domestic,3,1,0,103,7551.87,0.22,8.93,0.18,0,0.17,0
TXN_12016,ACC_148,38.79,5,Utilities,Online_Unverified,18,0,0,774,6987.78,0.25,6.92,0.33,0,0.12,0
TXN_12017,ACC_831,174.81,7,Travel,Online_Unverified,18,0,0,2922,7824.34,0.43,12.36,0.37,0,0.01,0
TXN_12018,ACC_740,142.71,5,Utilities,International_LowRisk,12,0,0,2658,3502.73,0.44,13.48,0.27,0,0.18,0
TXN_12019,ACC_714,61.5,5,Luxury_Goods,International_LowRisk,14,0,1,3239,5305.24,0.18,8.21,0.14,0,0.05,0
TXN_12020,ACC_493,182.9,2,Electronics,Domestic,4,1,0,3193,6720.84,0.41,7.07,0.48,0,0.12,0
TXN_12021,ACC_417,171.6,4,Electronics,International_LowRisk,6,0,0,3467,8145.98,0.22,12.0,0.3,0,0.3,0
TXN_12022,ACC_939,37.78,1,Grocery,International_LowRisk,13,0,0,2895,6583.08,0.36,13.18,0.31,0,0.28,0
TXN_12023,ACC_671,101.82,7,Utilities,Domestic,3,1,0,155,6991.0,0.37,15.7,0.46,2,0.33,0
TXN_12024,ACC_278,32.68,4,Luxury_Goods,Domestic,23,1,1,2743,5989.63,0.41,13.02,0.23,0,0.2,0
TXN_12025,ACC_470,1031.48,25,Electronics,International_HighRisk,16,0,1,3454,2546.36,0.77,5.98,0.71,1,0.94,1
TXN_12026,ACC_938,1142.11,29,Travel,International_HighRisk,11,0,0,613,5509.57,0.5,5.41,0.83,1,0.86,1
TXN_12027,ACC_811,24.01,3,Electronics,Domestic,0,1,0,3155,4843.41,0.17,15.3,0.46,0,0.3,0
TXN_12028,ACC_792,300.17,7,Grocery,International_LowRisk,2,1,0,1441,6740.4,0.43,14.36,0.56,0,0.28,0
TXN_12029,ACC_174,3451.52,21,Gambling,Domestic,17,0,0,2782,4291.1,0.58,7.23,0.72,1,0.72,1
TXN_12030,ACC_950,90.75,6,Electronics,Domestic,6,0,0,3103,7367.08,0.47,13.35,0.39,0,0.1,0
TXN_12031,ACC_963,146.75,5,Grocery,Domestic,17,0,1,1143,5947.33,0.22,5.14,0.34,0,0.24,0
TXN_12032,ACC_141,5352.24,15,Wire_Transfer,International_HighRisk,5,1,0,56,7367.5,0.46,5.71,0.77,1,0.67,1
TXN_12033,ACC_783,1165.69,20,Wire_Transfer,Domestic,12,0,0,255,8335.54,0.78,6.67,0.87,1,0.62,1
TXN_12034,ACC_219,1877.67,10,Crypto_Exchange,International_LowRisk,16,0,1,821,5879.21,0.62,11.67,0.85,6,0.66,1
TXN_12035,ACC_933,5519.42,10,Electronics,International_HighRisk,0,1,1,2191,4563.03,0.82,12.97,0.86,4,0.81,1
TXN_12036,ACC_157,128.4,2,Electronics,Domestic,9,0,0,1346,3736.46,0.31,9.24,0.29,1,0.08,0
TXN_12037,ACC_517,1187.22,26,Luxury_Goods,International_HighRisk,16,0,1,2659,7846.27,0.64,5.7,0.9,4,0.96,1
TXN_12038,ACC_521,49.58,5,Electronics,Domestic,11,0,1,2058,7110.17,0.16,16.3,0.5,0,0.22,0
TXN_12039,ACC_713,87.82,3,Grocery,Domestic,22,0,0,3155,7625.82,0.21,14.3,0.25,0,0.15,0
TXN_12040,ACC_787,93.71,2,Grocery,Domestic,0,1,0,2045,6285.11,0.35,4.73,0.32,0,0.27,0
TXN_12041,ACC_945,157.99,2,Utilities,Domestic,1,1,0,1109,4993.77,0.44,10.02,0.51,0,0.03,0
TXN_12042,ACC_636,123.96,8,Electronics,Domestic,6,0,1,573,4254.17,0.25,4.69,0.4,0,0.12,0
TXN_12043,ACC_421,15.3,7,Utilities,Online_Unverified,6,0,0,2261,7445.63,0.49,5.84,0.5,0,0.05,0
TXN_12044,ACC_575,3302.81,10,Grocery,International_HighRisk,5,1,0,699,1500.0,0.82,6.45,0.85,5,0.66,1
TXN_12045,ACC_100,188.56,6,Utilities,Domestic,13,0,1,2060,4395.34,0.19,8.67,0.29,0,0.02,0
TXN_12046,ACC_453,79.86,5,Utilities,Domestic,14,0,1,2457,5548.93,0.47,9.01,0.43,0,0.13,0
TXN_12047,ACC_272,1247.66,17,Wire_Transfer,Domestic,4,1,0,206,4161.37,0.68,9.62,0.93,5,0.71,1
TXN_12048,ACC_937,54.17,4,Grocery,Domestic,1,1,1,3437,6199.7,0.18,10.46,0.54,0,0.38,0
TXN_12049,ACC_581,45.6,8,Utilities,Online_Unverified,14,0,0,727,4305.71,0.33,14.0,0.54,0,0.17,0
TXN_12050,ACC_176,132.55,3,Grocery,Domestic,2,1,0,822,5254.66,0.27,16.0,0.21,0,0.19,0
TXN_12051,ACC_529,103.1,8,Grocery,Domestic,23,1,0,1774,4437.79,0.42,11.31,0.36,0,0.17,0
TXN_12052,ACC_337,4329.82,13,Wire_Transfer,Domestic,3,1,0,2821,5473.75,0.6,4.94,0.94,5,0.88,1
TXN_12053,ACC_426,396.41,1,Utilities,Domestic,18,0,0,2908,3661.23,0.38,13.44,0.41,0,0.18,0
TXN_12054,ACC_836,210.41,1,Electronics,Domestic,3,1,0,2063,6947.99,0.19,5.05,0.34,0,0.23,0
TXN_12055,ACC_514,1952.0,8,Utilities,International_HighRisk,0,1,0,2244,6967.19,0.76,6.09,0.96,4,0.72,1
TXN_12056,ACC_247,13931.91,19,Grocery,International_HighRisk,5,1,1,2790,10733.61,0.65,14.92,0.69,3,0.75,1
TXN_12057,ACC_263,276.95,6,Grocery,Domestic,21,0,0,1862,7045.04,0.25,11.18,0.54,0,0.01,0
TXN_12058,ACC_803,216.27,3,Grocery,Domestic,23,1,1,2367,8560.88,0.34,16.1,0.55,0,0.32,0
TXN_12059,ACC_681,682.06,5,Utilities,Domestic,19,0,0,2583,9532.23,0.32,4.7,0.52,0,0.06,0
TXN_12060,ACC_395,2971.54,9,Luxury_Goods,International_HighRisk,5,1,1,3300,3484.89,0.62,15.74,0.72,3,0.94,1
TXN_12061,ACC_134,82.15,7,Travel,International_LowRisk,7,0,0,2480,8874.85,0.33,9.65,0.32,2,0.15,0
TXN_12062,ACC_356,219.11,6,Utilities,Domestic,4,1,0,2527,7542.46,0.38,12.97,0.27,0,0.22,0
TXN_12063,ACC_744,112.99,8,Grocery,Domestic,11,0,0,3106,8410.78,0.25,4.23,0.18,2,0.03,0
TXN_12064,ACC_811,184.11,7,Electronics,Domestic,5,1,1,1986,4104.94,0.33,6.7,0.26,0,0.11,0
TXN_12065,ACC_887,273.99,7,Travel,Domestic,19,0,0,2545,3488.5,0.45,9.26,0.32,0,0.04,0
TXN_12066,ACC_742,162.18,7,Electronics,Domestic,19,0,0,3540,8179.89,0.27,16.48,0.55,0,0.39,0
TXN_12067,ACC_546,15.42,3,Utilities,International_LowRisk,4,1,0,2392,9743.75,0.22,11.8,0.51,0,0.02,0
TXN_12068,ACC_867,47.56,1,Grocery,International_LowRisk,10,0,0,792,5460.33,0.44,8.04,0.56,0,0.21,0
TXN_12069,ACC_911,498.86,6,Grocery,Domestic,8,0,0,1628,7556.07,0.16,6.3,0.13,0,0.29,0
TXN_12070,ACC_734,100.97,2,Grocery,Domestic,1,1,1,2249,4963.13,0.27,15.35,0.56,0,0.05,0
TXN_12071,ACC_864,362.78,7,Grocery,Domestic,8,0,1,1644,6580.62,0.16,4.94,0.33,0,0.01,0
TXN_12072,ACC_461,908.96,28,Crypto_Exchange,International_LowRisk,5,1,0,2829,8289.86,0.73,14.85,0.96,2,0.75,1
TXN_12073,ACC_645,2097.49,15,Luxury_Goods,International_HighRisk,12,0,0,2267,6203.55,0.46,4.13,0.97,2,0.62,1
TXN_12074,ACC_686,4589.64,29,Gambling,Domestic,5,1,1,1372,7510.52,0.51,6.27,0.97,6,0.98,1
TXN_12075,ACC_291,115.04,6,Utilities,Domestic,15,0,1,2387,6736.7,0.21,14.59,0.47,0,0.26,0
TXN_12076,ACC_703,108.2,6,Grocery,International_LowRisk,10,0,0,3554,7283.1,0.35,14.84,0.59,0,0.17,0
TXN_12077,ACC_616,382.66,8,Grocery,International_LowRisk,11,0,0,1612,5326.61,0.15,7.81,0.37,0,0.27,0
TXN_12078,ACC_672,68.57,5,Grocery,International_LowRisk,15,0,0,948,4997.67,0.16,12.42,0.15,0,0.17,1
TXN_12079,ACC_413,107.49,2,Electronics,Domestic,21,0,0,493,10314.98,0.44,15.92,0.42,1,0.18,0
TXN_12080,ACC_713,234.63,6,Utilities,Domestic,16,0,0,1132,4545.27,0.21,11.01,0.42,0,0.18,0
TXN_12081,ACC_188,14432.61,17,Crypto_Exchange,Domestic,9,0,1,470,6698.03,0.61,7.43,0.96,4,0.8,1
TXN_12082,ACC_434,615.57,19,Crypto_Exchange,Domestic,6,0,0,908,5455.17,0.77,7.6,0.74,5,0.92,1
TXN_12083,ACC_937,40.93,7,Utilities,International_LowRisk,16,0,1,1329,8765.85,0.36,15.43,0.28,0,0.39,0
TXN_12084,ACC_735,4427.74,33,Grocery,International_HighRisk,22,0,0,1191,10620.85,0.52,10.8,0.93,1,0.76,1
TXN_12085,ACC_888,375.82,7,Luxury_Goods,Domestic,11,0,1,529,4950.4,0.38,10.05,0.51,0,0.25,0
TXN_12086,ACC_636,160.22,8,Utilities,Domestic,23,1,0,1508,5434.79,0.27,16.11,0.1,0,0.1,0
TXN_12087,ACC_964,157.48,3,Utilities,Domestic,11,0,0,2313,5598.52,0.27,6.56,0.2,1,0.17,0
TXN_12088,ACC_928,58.05,7,Luxury_Goods,Domestic,10,0,0,1872,2496.59,0.4,11.94,0.49,0,0.09,0
TXN_12089,ACC_386,73.77,6,Grocery,Domestic,15,0,0,2771,6782.23,0.21,5.14,0.58,2,0.36,0
TXN_12090,ACC_747,83.82,6,Grocery,Domestic,11,0,0,3477,3450.03,0.27,10.78,0.36,0,0.24,0
TXN_12091,ACC_282,397.72,2,Utilities,Domestic,19,0,0,1783,6674.71,0.17,5.31,0.43,0,0.09,0
TXN_12092,ACC_126,579.1,33,Grocery,International_HighRisk,1,1,1,1555,5038.37,0.73,6.53,0.84,3,0.67,1
TXN_12093,ACC_754,147.41,4,Grocery,International_LowRisk,7,0,1,3623,4951.46,0.29,5.4,0.41,0,0.08,0
TXN_12094,ACC_946,170.68,1,Grocery,Domestic,10,0,1,1998,6052.67,0.4,13.52,0.41,0,0.38,0
TXN_12095,ACC_308,51.59,2,Electronics,Domestic,23,1,1,1194,6156.38,0.27,15.44,0.1,0,0.03,0
TXN_12096,ACC_637,33.14,8,Electronics,Domestic,19,0,0,3513,6206.74,0.34,5.24,0.4,0,0.22,0
TXN_12097,ACC_327,1843.64,17,Utilities,International_HighRisk,14,0,0,1722,10123.11,0.53,10.65,0.78,6,0.62,1
TXN_12098,ACC_253,83.35,3,Luxury_Goods,Domestic,16,0,0,1209,7658.15,0.23,13.18,0.52,1,0.16,0
TXN_12099,ACC_171,5458.38,33,Utilities,International_HighRisk,5,1,0,3048,6373.39,0.64,10.3,0.75,1,0.76,1
TXN_12100,ACC_236,241.97,1,Grocery,Domestic,6,0,0,2586,6342.82,0.48,15.99,0.57,0,0.1,0
TXN_12101,ACC_486,6861.12,16,Luxury_Goods,International_HighRisk,16,0,1,685,8810.0,0.68,16.45,0.67,4,0.74,1
TXN_12102,ACC_308,100.15,8,Luxury_Goods,Domestic,0,1,0,2922,6887.32,0.15,10.36,0.19,0,0.14,0
TXN_12103,ACC_566,112.3,6,Grocery,Domestic,11,0,0,1517,8612.58,0.47,5.85,0.35,0,0.33,0
TXN_12104,ACC_372,247.0,6,Utilities,Domestic,18,0,0,399,7295.06,0.22,15.58,0.19,0,0.27,0
TXN_12105,ACC_894,614.61,25,Wire_Transfer,International_LowRisk,12,0,0,3018,5655.01,0.72,9.34,0.75,2,0.78,1
TXN_12106,ACC_204,496.54,2,Utilities,Domestic,5,1,0,749,8555.44,0.3,6.93,0.55,0,0.32,0
TXN_12107,ACC_803,78.7,3,Grocery,Domestic,22,0,0,149,6325.97,0.24,14.34,0.15,2,0.29,0
TXN_12108,ACC_276,18.0,7,Grocery,Online_Unverified,19,0,1,442,5333.75,0.23,12.67,0.57,1,0.27,0
TXN_12109,ACC_918,13425.37,15,Grocery,International_HighRisk,2,1,0,2285,7411.29,0.49,13.07,0.73,5,0.98,1
TXN_12110,ACC_247,149.59,4,Grocery,Domestic,20,0,0,3534,4913.56,0.35,10.05,0.18,0,0.14,0
TXN_12111,ACC_308,171.6,8,Grocery,Online_Unverified,8,0,0,1926,5126.79,0.25,5.19,0.27,0,0.18,0
TXN_12112,ACC_604,1990.86,8,Grocery,International_HighRisk,9,0,1,1392,4808.62,0.75,8.07,0.71,5,0.61,0
TXN_12113,ACC_359,147.4,2,Electronics,Online_Unverified,15,0,0,1860,5505.94,0.49,6.16,0.39,0,0.29,0
TXN_12114,ACC_968,3718.48,22,Wire_Transfer,Domestic,5,1,0,693,4593.68,0.67,12.64,0.75,1,0.88,1
TXN_12115,ACC_156,80.64,8,Grocery,International_LowRisk,19,0,0,907,3824.65,0.17,10.97,0.49,0,0.34,0
TXN_12116,ACC_937,392.28,4,Grocery,Domestic,17,0,0,145,7724.34,0.25,6.93,0.3,0,0.35,0
TXN_12117,ACC_870,106.25,1,Travel,Domestic,11,0,0,739,4324.21,0.15,16.14,0.37,0,0.05,0
TXN_12118,ACC_145,170.9,8,Grocery,Domestic,19,0,0,2102,5131.52,0.33,6.67,0.15,0,0.15,0
TXN_12119,ACC_548,107.26,6,Grocery,Domestic,23,1,0,1493,8055.47,0.37,15.65,0.41,0,0.34,0
TXN_12120,ACC_752,101.27,5,Utilities,Online_Unverified,1,1,1,997,6649.37,0.22,11.95,0.33,2,0.13,0
TXN_12121,ACC_760,98.2,8,Grocery,Domestic,18,0,0,3450,6830.98,0.32,12.52,0.2,0,0.05,0
TXN_12122,ACC_315,1949.16,12,Wire_Transfer,Domestic,2,1,1,2394,8432.28,0.71,4.63,0.8,6,0.82,1
TXN_12123,ACC_271,96.58,1,Luxury_Goods,International_LowRisk,18,0,0,844,5373.84,0.49,10.37,0.26,0,0.13,0
TXN_12124,ACC_769,7457.9,14,Wire_Transfer,Domestic,1,1,0,2391,4606.87,0.79,7.88,0.9,1,0.76,1
TXN_12125,ACC_525,74.86,2,Travel,Domestic,21,0,0,501,8694.97,0.17,11.07,0.52,0,0.15,0
TXN_12126,ACC_149,83.79,2,Electronics,International_LowRisk,3,1,1,2898,4156.13,0.3,10.27,0.2,1,0.22,0
TXN_12127,ACC_519,292.75,2,Utilities,International_LowRisk,1,1,1,1597,5725.02,0.38,7.22,0.53,0,0.11,0
TXN_12128,ACC_232,2181.27,22,Gambling,Domestic,19,0,0,2991,7925.01,0.58,11.76,0.77,2,0.74,1
TXN_12129,ACC_451,36.53,4,Electronics,Online_Unverified,14,0,0,3088,5623.15,0.32,4.22,0.51,1,0.34,0
TXN_12130,ACC_137,130.86,1,Grocery,Domestic,12,0,0,1895,7723.2,0.46,16.12,0.38,0,0.19,0
TXN_12131,ACC_781,4022.26,33,Crypto_Exchange,International_LowRisk,3,1,1,751,5540.95,0.51,9.57,0.68,3,0.9,1
TXN_12132,ACC_202,59.29,3,Grocery,Domestic,17,0,0,3551,9758.64,0.37,6.17,0.19,1,0.25,1
TXN_12133,ACC_780,22.91,3,Grocery,Domestic,19,0,0,3401,4322.73,0.46,4.57,0.22,0,0.14,0
TXN_12134,ACC_817,525.48,34,Crypto_Exchange,Online_Unverified,11,0,0,3349,12102.75,0.6,9.88,0.87,1,0.99,1
TXN_12135,ACC_859,52.2,6,Luxury_Goods,Domestic,6,0,0,2874,7297.43,0.46,5.52,0.42,0,0.14,0
TXN_12136,ACC_943,44.05,5,Grocery,Domestic,14,0,1,1500,5759.96,0.47,9.74,0.17,0,0.02,0
TXN_12137,ACC_652,24.7,1,Utilities,Domestic,4,1,1,336,7499.12,0.41,14.87,0.54,0,0.38,0
TXN_12138,ACC_897,206.29,7,Grocery,Domestic,15,0,0,2545,8268.88,0.24,8.11,0.49,0,0.15,0
TXN_12139,ACC_336,28.7,1,Electronics,Domestic,5,1,0,2985,7424.31,0.33,8.19,0.25,0,0.37,0
TXN_12140,ACC_541,195.9,3,Utilities,Domestic,13,0,1,2205,6281.61,0.28,13.35,0.32,1,0.34,0
TXN_12141,ACC_209,307.88,1,Grocery,Domestic,5,1,0,2939,9062.77,0.46,14.39,0.21,0,0.3,0
TXN_12142,ACC_133,40.05,7,Grocery,Domestic,19,0,0,2341,2720.59,0.46,6.15,0.4,2,0.32,0
TXN_12143,ACC_755,80.51,6,Utilities,Domestic,9,0,0,2803,9099.74,0.19,12.22,0.11,0,0.33,0
TXN_12144,ACC_456,119.42,5,Utilities,Domestic,5,1,0,465,5071.92,0.23,9.53,0.52,0,0.22,0
TXN_12145,ACC_929,35.27,1,Grocery,Domestic,3,1,1,3295,5579.22,0.27,5.15,0.23,0,0.24,0
TXN_12146,ACC_225,153.98,4,Grocery,Domestic,23,1,0,1662,6444.06,0.39,4.1,0.53,0,0.18,0
TXN_12147,ACC_192,130.08,2,Utilities,Domestic,1,1,0,2775,10427.11,0.5,6.97,0.49,0,0.05,0
TXN_12148,ACC_209,84.06,6,Grocery,Domestic,23,1,1,1928,7170.32,0.24,9.57,0.18,0,0.34,0
TXN_12149,ACC_620,164.48,4,Grocery,Domestic,7,0,1,225,9368.0,0.18,6.82,0.56,0,0.16,0
TXN_12150,ACC_394,143.2,4,Utilities,Domestic,8,0,0,746,4726.72,0.19,15.62,0.13,0,0.07,0
TXN_12151,ACC_301,111.29,6,Grocery,Domestic,5,1,0,2911,7855.27,0.36,13.34,0.27,0,0.32,0
TXN_12152,ACC_359,172.36,4,Utilities,Domestic,17,0,1,3321,6484.65,0.31,15.6,0.37,2,0.03,0
TXN_12153,ACC_305,50.7,7,Electronics,Domestic,14,0,0,1819,8705.38,0.24,14.39,0.31,1,0.12,0
TXN_12154,ACC_180,54.76,8,Utilities,Domestic,7,0,0,265,6855.66,0.47,9.05,0.14,0,0.22,0
TXN_12155,ACC_512,75.04,1,Utilities,Domestic,10,0,0,3286,8922.86,0.24,14.43,0.33,0,0.13,0
TXN_12156,ACC_557,58.52,1,Electronics,International_LowRisk,3,1,0,2713,5489.11,0.17,15.11,0.54,0,0.19,0
TXN_12157,ACC_341,44.69,5,Utilities,Online_Unverified,2,1,0,1320,7542.43,0.34,14.14,0.39,0,0.27,0
TXN_12158,ACC_824,44.27,1,Grocery,International_LowRisk,1,1,1,1249,2331.34,0.22,13.49,0.3,0,0.32,0
TXN_12159,ACC_712,833.55,24,Crypto_Exchange,Online_Unverified,12,0,0,2646,8849.52,0.59,9.06,0.67,4,0.8,1
TXN_12160,ACC_329,82.25,2,Electronics,Domestic,18,0,0,1595,10732.02,0.48,14.63,0.33,0,0.1,0
TXN_12161,ACC_867,33.83,3,Grocery,Domestic,12,0,0,1204,9488.28,0.33,7.93,0.57,0,0.02,0
TXN_12162,ACC_596,93.91,6,Utilities,Domestic,7,0,0,893,6902.79,0.2,5.67,0.44,0,0.39,0
TXN_12163,ACC_627,42.42,2,Electronics,Domestic,18,0,0,1857,5629.89,0.16,15.5,0.25,2,0.31,0
TXN_12164,ACC_168,268.62,3,Luxury_Goods,Online_Unverified,5,1,0,1943,3544.0,0.34,7.04,0.31,0,0.19,0
TXN_12165,ACC_571,687.59,21,Crypto_Exchange,Domestic,5,1,1,3474,4531.17,0.53,4.23,0.71,1,0.97,1
TXN_12166,ACC_262,34.21,5,Electronics,International_LowRisk,20,0,0,2265,1500.0,0.23,9.29,0.44,0,0.16,0
TXN_12167,ACC_918,112.8,8,Grocery,Domestic,22,0,0,488,9856.36,0.2,5.37,0.26,1,0.36,0
TXN_12168,ACC_555,81.34,5,Travel,International_LowRisk,17,0,0,2111,6354.06,0.32,7.73,0.12,1,0.02,0
TXN_12169,ACC_940,7027.58,17,Wire_Transfer,Online_Unverified,12,0,0,596,5338.52,0.61,15.16,0.8,5,0.83,1
TXN_12170,ACC_264,780.48,4,Luxury_Goods,Domestic,11,0,0,1833,6493.04,0.2,12.26,0.16,0,0.08,0
TXN_12171,ACC_482,144.97,1,Utilities,Domestic,5,1,1,221,9612.83,0.31,10.41,0.48,0,0.34,0
TXN_12172,ACC_427,92.47,7,Utilities,Domestic,5,1,0,1256,8365.79,0.38,11.66,0.38,0,0.26,0
TXN_12173,ACC_193,167.41,8,Luxury_Goods,International_LowRisk,5,1,0,2448,3355.54,0.39,4.02,0.36,0,0.26,0
TXN_12174,ACC_269,113.51,7,Electronics,Domestic,16,0,1,2775,5885.08,0.28,8.93,0.59,0,0.24,0
TXN_12175,ACC_588,42.05,4,Electronics,Domestic,1,1,0,1089,9660.68,0.24,9.89,0.49,0,0.04,0
TXN_12176,ACC_190,265.84,8,Luxury_Goods,Domestic,11,0,0,2660,8333.14,0.46,14.77,0.24,1,0.18,0
TXN_12177,ACC_599,1127.11,15,Grocery,International_HighRisk,22,0,0,2990,6609.39,0.56,8.67,0.68,3,0.61,0
TXN_12178,ACC_209,278.48,7,Luxury_Goods,Domestic,21,0,0,2651,7382.84,0.48,14.62,0.26,0,0.19,0
TXN_12179,ACC_719,6995.22,20,Gambling,International_LowRisk,9,0,0,2269,7080.18,0.52,7.64,0.91,4,0.8,1
TXN_12180,ACC_354,204.79,8,Luxury_Goods,Online_Unverified,13,0,1,651,6587.8,0.42,6.11,0.12,0,0.2,0
TXN_12181,ACC_111,134.79,6,Grocery,Domestic,12,0,1,1025,5580.52,0.25,15.83,0.57,0,0.04,0
TXN_12182,ACC_516,164.34,4,Grocery,Domestic,0,1,0,1668,5821.82,0.32,5.38,0.35,0,0.3,0
TXN_12183,ACC_613,113.47,5,Grocery,Domestic,13,0,1,649,4269.51,0.43,13.82,0.59,0,0.11,0
TXN_12184,ACC_870,30.62,2,Utilities,International_LowRisk,2,1,0,332,5943.38,0.34,13.84,0.21,0,0.08,0
TXN_12185,ACC_949,1820.68,29,Grocery,International_HighRisk,23,1,1,2651,5121.45,0.75,15.84,0.8,5,0.63,1
TXN_12186,ACC_934,11288.61,11,Grocery,International_HighRisk,6,0,0,903,5130.01,0.53,6.65,0.92,2,0.99,1
TXN_12187,ACC_586,1955.5,15,Luxury_Goods,International_HighRisk,10,0,1,1072,4841.36,0.77,15.37,0.97,1,0.72,1
TXN_12188,ACC_428,226.14,1,Electronics,Domestic,10,0,0,1505,7683.14,0.25,5.01,0.54,1,0.07,0
TXN_12189,ACC_385,143.34,2,Luxury_Goods,Domestic,8,0,1,2693,4771.14,0.26,4.98,0.15,0,0.26,0
TXN_12190,ACC_297,53.91,2,Electronics,Domestic,18,0,0,3062,7885.55,0.22,11.18,0.22,0,0.11,0
TXN_12191,ACC_865,62.72,1,Grocery,Domestic,22,0,1,3017,6475.27,0.31,4.7,0.19,0,0.33,1
TXN_12192,ACC_510,471.51,8,Utilities,Domestic,3,1,1,2147,5843.36,0.18,11.41,0.35,0,0.32,0
TXN_12193,ACC_207,5476.92,20,Luxury_Goods,International_HighRisk,19,0,1,1572,7877.43,0.78,14.99,0.84,6,0.67,1
TXN_12194,ACC_371,348.06,4,Utilities,International_LowRisk,17,0,0,2412,7719.48,0.43,12.71,0.38,0,0.17,0
TXN_12195,ACC_733,663.98,5,Utilities,Domestic,16,0,0,3580,4798.43,0.25,12.86,0.28,0,0.02,0
TXN_12196,ACC_448,25.63,2,Electronics,Online_Unverified,21,0,1,2988,5042.42,0.24,7.16,0.45,0,0.3,0
TXN_12197,ACC_284,133.94,4,Grocery,International_LowRisk,15,0,0,1592,6665.73,0.45,15.36,0.54,0,0.31,0
TXN_12198,ACC_145,213.35,1,Utilities,Domestic,2,1,0,2471,7446.67,0.49,9.92,0.11,0,0.36,0
TXN_12199,ACC_889,207.05,7,Electronics,Domestic,13,0,0,2682,5145.98,0.25,14.07,0.3,2,0.06,0
TXN_12200,ACC_627,16.11,8,Electronics,Domestic,19,0,1,131,5751.22,0.36,7.18,0.19,0,0.13,0
TXN_12201,ACC_766,1549.13,26,Electronics,International_HighRisk,9,0,0,762,5413.96,0.5,16.17,0.87,3,0.79,1
TXN_12202,ACC_148,75.73,5,Grocery,Domestic,12,0,0,3063,5106.12,0.32,4.93,0.22,0,0.24,0
TXN_12203,ACC_728,19.24,7,Utilities,Domestic,1,1,0,88,9750.66,0.2,16.04,0.3,0,0.19,0
TXN_12204,ACC_418,6733.59,18,Grocery,International_HighRisk,15,0,0,149,3776.65,0.5,10.4,0.89,5,0.78,1
TXN_12205,ACC_684,54.26,4,Utilities,Online_Unverified,10,0,0,3328,5685.97,0.2,10.64,0.31,0,0.07,0
TXN_12206,ACC_535,1053.93,20,Grocery,International_HighRisk,11,0,1,3238,10201.56,0.84,5.2,0.84,4,0.65,1
TXN_12207,ACC_233,1677.74,17,Wire_Transfer,Domestic,13,0,0,474,1515.22,0.8,7.87,0.67,1,0.94,1
TXN_12208,ACC_506,57.31,1,Electronics,International_LowRisk,11,0,1,2795,7819.7,0.4,12.37,0.54,0,0.13,0
TXN_12209,ACC_976,207.38,8,Grocery,Domestic,9,0,1,3640,5114.09,0.31,12.04,0.41,0,0.11,0
TXN_12210,ACC_772,271.66,7,Utilities,Domestic,10,0,0,353,8552.17,0.33,8.32,0.13,0,0.17,0
TXN_12211,ACC_826,148.85,5,Travel,Domestic,16,0,0,2147,5003.82,0.31,7.17,0.34,0,0.38,0
TXN_12212,ACC_161,316.57,8,Grocery,Online_Unverified,17,0,1,1652,7083.32,0.22,12.54,0.11,0,0.27,0
TXN_12213,ACC_606,188.47,6,Travel,Domestic,2,1,1,3247,10161.49,0.48,11.46,0.25,0,0.34,0
TXN_12214,ACC_921,30.71,5,Grocery,Domestic,22,0,0,2645,7486.39,0.24,14.17,0.16,1,0.39,0
TXN_12215,ACC_177,130.67,5,Grocery,Domestic,5,1,1,3141,5687.94,0.28,14.61,0.36,0,0.34,0
TXN_12216,ACC_450,32.99,1,Grocery,Domestic,18,0,0,1465,7574.36,0.32,13.33,0.54,0,0.24,0
TXN_12217,ACC_750,210.97,3,Grocery,Online_Unverified,16,0,1,2313,5310.65,0.31,10.97,0.56,0,0.3,0
TXN_12218,ACC_338,1215.75,16,Utilities,International_HighRisk,11,0,0,158,5654.86,0.78,11.39,0.66,1,0.62,1
TXN_12219,ACC_792,2051.55,28,Gambling,Domestic,20,0,0,1416,4143.64,0.84,12.49,0.67,4,0.95,1
TXN_12220,ACC_857,187.96,4,Grocery,Domestic,2,1,1,2950,7365.7,0.2,7.49,0.53,0,0.18,0
TXN_12221,ACC_392,26.78,8,Luxury_Goods,International_LowRisk,23,1,0,2572,6232.74,0.47,10.65,0.22,0,0.09,0
